Party,Year,Variables,Values,locality,division
Piratepartei,2013,BARTHEL Sonja,100,Junglinster,Commune
Piratepartei,2013,CANNIVY Sven,95,Junglinster,Commune
Piratepartei,2013,CLEMENT Jill,110,Junglinster,Commune
Piratepartei,2013,FREITAG Peter,75,Junglinster,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,79,Junglinster,Commune
Piratepartei,2013,WOLFF Claude,92,Junglinster,Commune
Piratepartei,2013,Total Liste,684,Junglinster,Commune
Piratepartei,2013,Suffrages de Liste,497,Junglinster,Commune
Piratepartei,2013,Pourcentage,0.0143,Manternach,Commune
Piratepartei,2013,SCHMIT René,21,Manternach,Commune
Piratepartei,2013,BARTHEL Sonja,13,Manternach,Commune
Piratepartei,2013,CANNIVY Sven,13,Manternach,Commune
Piratepartei,2013,CLEMENT Jill,13,Manternach,Commune
Piratepartei,2013,FREITAG Peter,7,Manternach,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,9,Manternach,Commune
Piratepartei,2013,WOLFF Claude,11,Manternach,Commune
Piratepartei,2013,Total Liste,87,Manternach,Commune
Piratepartei,2013,Suffrages de Liste,35,Manternach,Commune
Piratepartei,2013,Pourcentage,0.0186,Mertert,Commune
Piratepartei,2013,SCHMIT René,44,Mertert,Commune
Piratepartei,2013,BARTHEL Sonja,36,Mertert,Commune
Piratepartei,2013,CANNIVY Sven,29,Mertert,Commune
Piratepartei,2013,CLEMENT Jill,31,Mertert,Commune
Piratepartei,2013,FREITAG Peter,28,Mertert,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,29,Mertert,Commune
Piratepartei,2013,WOLFF Claude,34,Mertert,Commune
Piratepartei,2013,Total Liste,231,Mertert,Commune
Piratepartei,2013,Suffrages de Liste,182,Mertert,Commune
Piratepartei,2013,Pourcentage,0.0225,Wormeldange,Commune
Piratepartei,2013,SCHMIT René,37,Wormeldange,Commune
Piratepartei,2013,BARTHEL Sonja,30,Wormeldange,Commune
Piratepartei,2013,CANNIVY Sven,21,Wormeldange,Commune
Piratepartei,2013,CLEMENT Jill,23,Wormeldange,Commune
Piratepartei,2013,FREITAG Peter,18,Wormeldange,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,22,Wormeldange,Commune
Piratepartei,2013,WOLFF Claude,23,Wormeldange,Commune
Piratepartei,2013,Total Liste,174,Wormeldange,Commune
Piratepartei,2013,Suffrages de Liste,105,Wormeldange,Commune
Piratepartei,2013,Pourcentage,0.0369,Bous,Commune
Piratepartei,2013,SCHMIT René,39,Bous,Commune
Piratepartei,2013,BARTHEL Sonja,28,Bous,Commune
Piratepartei,2013,CANNIVY Sven,24,Bous,Commune
Piratepartei,2013,CLEMENT Jill,30,Bous,Commune
Piratepartei,2013,FREITAG Peter,21,Bous,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,21,Bous,Commune
Piratepartei,2013,WOLFF Claude,23,Bous,Commune
Piratepartei,2013,Total Liste,186,Bous,Commune
Piratepartei,2013,Suffrages de Liste,147,Bous,Commune
Piratepartei,2013,Pourcentage,0.0414,Dalheim,Commune
Piratepartei,2013,SCHMIT René,43,Dalheim,Commune
Piratepartei,2013,BARTHEL Sonja,39,Dalheim,Commune
Piratepartei,2013,CANNIVY Sven,34,Dalheim,Commune
Piratepartei,2013,CLEMENT Jill,55,Dalheim,Commune
Piratepartei,2013,FREITAG Peter,34,Dalheim,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,36,Dalheim,Commune
Piratepartei,2013,WOLFF Claude,32,Dalheim,Commune
Piratepartei,2013,Total Liste,273,Dalheim,Commune
Piratepartei,2013,Suffrages de Liste,182,Dalheim,Commune
Piratepartei,2013,Pourcentage,0.0348,Lenningen,Commune
Piratepartei,2013,SCHMIT René,32,Lenningen,Commune
Piratepartei,2013,BARTHEL Sonja,32,Lenningen,Commune
Piratepartei,2013,CANNIVY Sven,24,Lenningen,Commune
Piratepartei,2013,CLEMENT Jill,31,Lenningen,Commune
Piratepartei,2013,FREITAG Peter,21,Lenningen,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,24,Lenningen,Commune
Piratepartei,2013,WOLFF Claude,21,Lenningen,Commune
Piratepartei,2013,Total Liste,185,Lenningen,Commune
Piratepartei,2013,Suffrages de Liste,133,Lenningen,Commune
Piratepartei,2013,Pourcentage,0.02,Mondorf-les-Bains,Commune
Piratepartei,2013,SCHMIT René,45,Mondorf-les-Bains,Commune
Piratepartei,2013,BARTHEL Sonja,36,Mondorf-les-Bains,Commune
Piratepartei,2013,CANNIVY Sven,31,Mondorf-les-Bains,Commune
Piratepartei,2013,CLEMENT Jill,36,Mondorf-les-Bains,Commune
Piratepartei,2013,FREITAG Peter,28,Mondorf-les-Bains,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,29,Mondorf-les-Bains,Commune
Piratepartei,2013,WOLFF Claude,42,Mondorf-les-Bains,Commune
Piratepartei,2013,Total Liste,247,Mondorf-les-Bains,Commune
Piratepartei,2013,Suffrages de Liste,175,Mondorf-les-Bains,Commune
Piratepartei,2013,Pourcentage,0.0341,Remich,Commune
Piratepartei,2013,SCHMIT René,56,Remich,Commune
Piratepartei,2013,BARTHEL Sonja,46,Remich,Commune
Piratepartei,2013,CANNIVY Sven,45,Remich,Commune
Piratepartei,2013,CLEMENT Jill,50,Remich,Commune
Piratepartei,2013,FREITAG Peter,41,Remich,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,39,Remich,Commune
Piratepartei,2013,WOLFF Claude,45,Remich,Commune
Piratepartei,2013,Total Liste,322,Remich,Commune
Piratepartei,2013,Suffrages de Liste,266,Remich,Commune
Piratepartei,2013,Pourcentage,0.0189,Stadtbredimus,Commune
Piratepartei,2013,SCHMIT René,20,Stadtbredimus,Commune
Piratepartei,2013,BARTHEL Sonja,18,Stadtbredimus,Commune
Piratepartei,2013,CANNIVY Sven,11,Stadtbredimus,Commune
Piratepartei,2013,CLEMENT Jill,16,Stadtbredimus,Commune
Piratepartei,2013,FREITAG Peter,10,Stadtbredimus,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,13,Stadtbredimus,Commune
Piratepartei,2013,WOLFF Claude,11,Stadtbredimus,Commune
Piratepartei,2013,Total Liste,99,Stadtbredimus,Commune
Piratepartei,2013,Suffrages de Liste,63,Stadtbredimus,Commune
Piratepartei,2013,Pourcentage,0.0267,Waldbredimus,Commune
Piratepartei,2013,SCHMIT René,19,Waldbredimus,Commune
Piratepartei,2013,BARTHEL Sonja,15,Waldbredimus,Commune
Piratepartei,2013,CANNIVY Sven,10,Waldbredimus,Commune
Piratepartei,2013,CLEMENT Jill,14,Waldbredimus,Commune
Piratepartei,2013,FREITAG Peter,9,Waldbredimus,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,10,Waldbredimus,Commune
Piratepartei,2013,WOLFF Claude,12,Waldbredimus,Commune
Piratepartei,2013,Total Liste,89,Waldbredimus,Commune
Piratepartei,2013,Suffrages de Liste,63,Waldbredimus,Commune
Piratepartei,2013,Pourcentage,0.0279,Schengen,Commune
Piratepartei,2013,SCHMIT René,84,Schengen,Commune
Piratepartei,2013,BARTHEL Sonja,68,Schengen,Commune
Piratepartei,2013,CANNIVY Sven,54,Schengen,Commune
Piratepartei,2013,CLEMENT Jill,57,Schengen,Commune
Piratepartei,2013,FREITAG Peter,42,Schengen,Commune
Piratepartei,2013,LEY Sylvie épouse SCHMIT,45,Schengen,Commune
Piratepartei,2013,WOLFF Claude,49,Schengen,Commune
Piratepartei,2013,Total Liste,399,Schengen,Commune
Piratepartei,2013,Suffrages de Liste,259,Schengen,Commune
déi gréng,2013,Pourcentage,0.131,EST,Electoral district
déi gréng,2013,KOX Henri,6271,EST,Electoral district
déi gréng,2013,DIESCHBOURG Carole,4927,EST,Electoral district
déi gréng,2013,AENDEKERK Raymond,3357,EST,Electoral district
déi gréng,2013,SCHLECK Steve,2896,EST,Electoral district
déi gréng,2013,KMIOTEK Christian,2792,EST,Electoral district
déi gréng,2013,BEISSEL Marianne,2661,EST,Electoral district
déi gréng,2013,KLARES-GOERGEN Fernande,2582,EST,Electoral district
déi gréng,2013,Total Liste,25486,EST,Electoral district
déi gréng,2013,Suffrages de Liste,13104,EST,Electoral district
déi gréng,2013,Pourcentage,0.1266,Beaufort,Commune
déi gréng,2013,KOX Henri,151,Beaufort,Commune
déi gréng,2013,DIESCHBOURG Carole,160,Beaufort,Commune
déi gréng,2013,AENDEKERK Raymond,94,Beaufort,Commune
déi gréng,2013,BEISSEL Marianne,72,Beaufort,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,77,Beaufort,Commune
déi gréng,2013,KMIOTEK Christian,76,Beaufort,Commune
déi gréng,2013,SCHLECK Steve,83,Beaufort,Commune
déi gréng,2013,Total Liste,713,Beaufort,Commune
déi gréng,2013,Suffrages de Liste,469,Beaufort,Commune
déi gréng,2013,Pourcentage,0.1597,Bech,Commune
déi gréng,2013,KOX Henri,146,Bech,Commune
déi gréng,2013,DIESCHBOURG Carole,166,Bech,Commune
déi gréng,2013,AENDEKERK Raymond,80,Bech,Commune
déi gréng,2013,BEISSEL Marianne,60,Bech,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,56,Bech,Commune
déi gréng,2013,KMIOTEK Christian,66,Bech,Commune
déi gréng,2013,SCHLECK Steve,58,Bech,Commune
déi gréng,2013,Total Liste,632,Bech,Commune
déi gréng,2013,Suffrages de Liste,350,Bech,Commune
déi gréng,2013,Pourcentage,0.1458,Berdorf,Commune
déi gréng,2013,KOX Henri,148,Berdorf,Commune
déi gréng,2013,DIESCHBOURG Carole,217,Berdorf,Commune
déi gréng,2013,AENDEKERK Raymond,68,Berdorf,Commune
déi gréng,2013,BEISSEL Marianne,64,Berdorf,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,63,Berdorf,Commune
déi gréng,2013,KMIOTEK Christian,71,Berdorf,Commune
déi gréng,2013,SCHLECK Steve,70,Berdorf,Commune
déi gréng,2013,Total Liste,701,Berdorf,Commune
déi gréng,2013,Suffrages de Liste,399,Berdorf,Commune
déi gréng,2013,Pourcentage,0.1259,Consdorf,Commune
déi gréng,2013,KOX Henri,170,Consdorf,Commune
déi gréng,2013,DIESCHBOURG Carole,210,Consdorf,Commune
déi gréng,2013,AENDEKERK Raymond,101,Consdorf,Commune
déi gréng,2013,BEISSEL Marianne,68,Consdorf,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,64,Consdorf,Commune
déi gréng,2013,KMIOTEK Christian,86,Consdorf,Commune
déi gréng,2013,SCHLECK Steve,76,Consdorf,Commune
déi gréng,2013,Total Liste,775,Consdorf,Commune
déi gréng,2013,Suffrages de Liste,371,Consdorf,Commune
déi gréng,2013,Pourcentage,0.148,Echternach,Commune
déi gréng,2013,KOX Henri,365,Echternach,Commune
déi gréng,2013,DIESCHBOURG Carole,687,Echternach,Commune
déi gréng,2013,AENDEKERK Raymond,196,Echternach,Commune
déi gréng,2013,BEISSEL Marianne,172,Echternach,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,168,Echternach,Commune
déi gréng,2013,KMIOTEK Christian,178,Echternach,Commune
déi gréng,2013,SCHLECK Steve,186,Echternach,Commune
déi gréng,2013,Total Liste,1952,Echternach,Commune
déi gréng,2013,Suffrages de Liste,875,Echternach,Commune
déi gréng,2013,Pourcentage,0.112,Mompach,Commune
déi gréng,2013,KOX Henri,94,Mompach,Commune
déi gréng,2013,DIESCHBOURG Carole,107,Mompach,Commune
déi gréng,2013,AENDEKERK Raymond,62,Mompach,Commune
déi gréng,2013,BEISSEL Marianne,39,Mompach,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,43,Mompach,Commune
déi gréng,2013,KMIOTEK Christian,46,Mompach,Commune
déi gréng,2013,SCHLECK Steve,48,Mompach,Commune
déi gréng,2013,Total Liste,439,Mompach,Commune
déi gréng,2013,Suffrages de Liste,238,Mompach,Commune
déi gréng,2013,Pourcentage,0.1265,Rosport,Commune
déi gréng,2013,KOX Henri,227,Rosport,Commune
déi gréng,2013,DIESCHBOURG Carole,287,Rosport,Commune
déi gréng,2013,AENDEKERK Raymond,112,Rosport,Commune
déi gréng,2013,BEISSEL Marianne,77,Rosport,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,82,Rosport,Commune
déi gréng,2013,KMIOTEK Christian,104,Rosport,Commune
déi gréng,2013,SCHLECK Steve,84,Rosport,Commune
déi gréng,2013,Total Liste,973,Rosport,Commune
déi gréng,2013,Suffrages de Liste,427,Rosport,Commune
déi gréng,2013,Pourcentage,0.1524,Waldbillig,Commune
déi gréng,2013,KOX Henri,162,Waldbillig,Commune
déi gréng,2013,DIESCHBOURG Carole,190,Waldbillig,Commune
déi gréng,2013,AENDEKERK Raymond,105,Waldbillig,Commune
déi gréng,2013,BEISSEL Marianne,97,Waldbillig,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,78,Waldbillig,Commune
déi gréng,2013,KMIOTEK Christian,85,Waldbillig,Commune
déi gréng,2013,SCHLECK Steve,71,Waldbillig,Commune
déi gréng,2013,Total Liste,788,Waldbillig,Commune
déi gréng,2013,Suffrages de Liste,448,Waldbillig,Commune
déi gréng,2013,Pourcentage,0.1849,Betzdorf,Commune
déi gréng,2013,KOX Henri,418,Betzdorf,Commune
déi gréng,2013,DIESCHBOURG Carole,258,Betzdorf,Commune
déi gréng,2013,AENDEKERK Raymond,379,Betzdorf,Commune
déi gréng,2013,BEISSEL Marianne,162,Betzdorf,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,388,Betzdorf,Commune
déi gréng,2013,KMIOTEK Christian,187,Betzdorf,Commune
déi gréng,2013,SCHLECK Steve,163,Betzdorf,Commune
déi gréng,2013,Total Liste,1955,Betzdorf,Commune
déi gréng,2013,Suffrages de Liste,875,Betzdorf,Commune
déi gréng,2013,Pourcentage,0.1084,Biwer,Commune
déi gréng,2013,KOX Henri,165,Biwer,Commune
déi gréng,2013,DIESCHBOURG Carole,101,Biwer,Commune
déi gréng,2013,AENDEKERK Raymond,108,Biwer,Commune
déi gréng,2013,BEISSEL Marianne,51,Biwer,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,55,Biwer,Commune
déi gréng,2013,KMIOTEK Christian,67,Biwer,Commune
déi gréng,2013,SCHLECK Steve,61,Biwer,Commune
déi gréng,2013,Total Liste,608,Biwer,Commune
déi gréng,2013,Suffrages de Liste,294,Biwer,Commune
déi gréng,2013,Pourcentage,0.1272,Flaxweiler,Commune
déi gréng,2013,KOX Henri,207,Flaxweiler,Commune
déi gréng,2013,DIESCHBOURG Carole,124,Flaxweiler,Commune
déi gréng,2013,AENDEKERK Raymond,153,Flaxweiler,Commune
déi gréng,2013,BEISSEL Marianne,74,Flaxweiler,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,91,Flaxweiler,Commune
déi gréng,2013,KMIOTEK Christian,87,Flaxweiler,Commune
déi gréng,2013,SCHLECK Steve,80,Flaxweiler,Commune
déi gréng,2013,Total Liste,816,Flaxweiler,Commune
déi gréng,2013,Suffrages de Liste,427,Flaxweiler,Commune
déi gréng,2013,Pourcentage,0.106,Grevenmacher,Commune
déi gréng,2013,KOX Henri,336,Grevenmacher,Commune
déi gréng,2013,DIESCHBOURG Carole,233,Grevenmacher,Commune
déi gréng,2013,AENDEKERK Raymond,195,Grevenmacher,Commune
déi gréng,2013,BEISSEL Marianne,137,Grevenmacher,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,135,Grevenmacher,Commune
déi gréng,2013,KMIOTEK Christian,137,Grevenmacher,Commune
déi gréng,2013,SCHLECK Steve,145,Grevenmacher,Commune
déi gréng,2013,Total Liste,1318,Grevenmacher,Commune
déi gréng,2013,Suffrages de Liste,763,Grevenmacher,Commune
déi gréng,2013,Pourcentage,0.129,Junglinster,Commune
déi gréng,2013,KOX Henri,653,Junglinster,Commune
déi gréng,2013,DIESCHBOURG Carole,516,Junglinster,Commune
déi gréng,2013,AENDEKERK Raymond,349,Junglinster,Commune
déi gréng,2013,BEISSEL Marianne,260,Junglinster,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,264,Junglinster,Commune
déi gréng,2013,KMIOTEK Christian,423,Junglinster,Commune
déi gréng,2013,SCHLECK Steve,262,Junglinster,Commune
déi gréng,2013,Total Liste,2727,Junglinster,Commune
déi gréng,2013,Suffrages de Liste,1421,Junglinster,Commune
déi gréng,2013,Pourcentage,0.1374,Manternach,Commune
déi gréng,2013,KOX Henri,211,Manternach,Commune
déi gréng,2013,DIESCHBOURG Carole,170,Manternach,Commune
déi gréng,2013,AENDEKERK Raymond,104,Manternach,Commune
déi gréng,2013,BEISSEL Marianne,87,Manternach,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,83,Manternach,Commune
déi gréng,2013,KMIOTEK Christian,102,Manternach,Commune
déi gréng,2013,SCHLECK Steve,76,Manternach,Commune
déi gréng,2013,Total Liste,833,Manternach,Commune
déi gréng,2013,Suffrages de Liste,455,Manternach,Commune
déi gréng,2013,Pourcentage,0.1043,Mertert,Commune
déi gréng,2013,KOX Henri,319,Mertert,Commune
déi gréng,2013,DIESCHBOURG Carole,230,Mertert,Commune
déi gréng,2013,AENDEKERK Raymond,176,Mertert,Commune
déi gréng,2013,BEISSEL Marianne,153,Mertert,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,135,Mertert,Commune
déi gréng,2013,KMIOTEK Christian,147,Mertert,Commune
déi gréng,2013,SCHLECK Steve,136,Mertert,Commune
déi gréng,2013,Total Liste,1296,Mertert,Commune
déi gréng,2013,Suffrages de Liste,777,Mertert,Commune
déi gréng,2013,Pourcentage,0.1243,Wormeldange,Commune
déi gréng,2013,KOX Henri,259,Wormeldange,Commune
déi gréng,2013,DIESCHBOURG Carole,165,Wormeldange,Commune
déi gréng,2013,AENDEKERK Raymond,133,Wormeldange,Commune
déi gréng,2013,BEISSEL Marianne,101,Wormeldange,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,100,Wormeldange,Commune
déi gréng,2013,KMIOTEK Christian,95,Wormeldange,Commune
déi gréng,2013,SCHLECK Steve,108,Wormeldange,Commune
déi gréng,2013,Total Liste,961,Wormeldange,Commune
déi gréng,2013,Suffrages de Liste,504,Wormeldange,Commune
déi gréng,2013,Pourcentage,0.1253,Bous,Commune
déi gréng,2013,KOX Henri,176,Bous,Commune
déi gréng,2013,DIESCHBOURG Carole,90,Bous,Commune
déi gréng,2013,AENDEKERK Raymond,73,Bous,Commune
déi gréng,2013,BEISSEL Marianne,81,Bous,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,54,Bous,Commune
déi gréng,2013,KMIOTEK Christian,68,Bous,Commune
déi gréng,2013,SCHLECK Steve,90,Bous,Commune
déi gréng,2013,Total Liste,632,Bous,Commune
déi gréng,2013,Suffrages de Liste,329,Bous,Commune
déi gréng,2013,Pourcentage,0.1383,Dalheim,Commune
déi gréng,2013,KOX Henri,196,Dalheim,Commune
déi gréng,2013,DIESCHBOURG Carole,132,Dalheim,Commune
déi gréng,2013,AENDEKERK Raymond,139,Dalheim,Commune
déi gréng,2013,BEISSEL Marianne,100,Dalheim,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,100,Dalheim,Commune
déi gréng,2013,KMIOTEK Christian,117,Dalheim,Commune
déi gréng,2013,SCHLECK Steve,128,Dalheim,Commune
déi gréng,2013,Total Liste,912,Dalheim,Commune
déi gréng,2013,Suffrages de Liste,539,Dalheim,Commune
déi gréng,2013,Pourcentage,0.1213,Lenningen,Commune
déi gréng,2013,KOX Henri,192,Lenningen,Commune
déi gréng,2013,DIESCHBOURG Carole,90,Lenningen,Commune
déi gréng,2013,AENDEKERK Raymond,96,Lenningen,Commune
déi gréng,2013,BEISSEL Marianne,63,Lenningen,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,64,Lenningen,Commune
déi gréng,2013,KMIOTEK Christian,66,Lenningen,Commune
déi gréng,2013,SCHLECK Steve,74,Lenningen,Commune
déi gréng,2013,Total Liste,645,Lenningen,Commune
déi gréng,2013,Suffrages de Liste,336,Lenningen,Commune
déi gréng,2013,Pourcentage,0.1081,Mondorf-les-Bains,Commune
déi gréng,2013,KOX Henri,330,Mondorf-les-Bains,Commune
déi gréng,2013,DIESCHBOURG Carole,160,Mondorf-les-Bains,Commune
déi gréng,2013,AENDEKERK Raymond,134,Mondorf-les-Bains,Commune
déi gréng,2013,BEISSEL Marianne,125,Mondorf-les-Bains,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,97,Mondorf-les-Bains,Commune
déi gréng,2013,KMIOTEK Christian,140,Mondorf-les-Bains,Commune
déi gréng,2013,SCHLECK Steve,349,Mondorf-les-Bains,Commune
déi gréng,2013,Total Liste,1335,Mondorf-les-Bains,Commune
déi gréng,2013,Suffrages de Liste,595,Mondorf-les-Bains,Commune
déi gréng,2013,Pourcentage,0.1556,Remich,Commune
déi gréng,2013,KOX Henri,446,Remich,Commune
déi gréng,2013,DIESCHBOURG Carole,206,Remich,Commune
déi gréng,2013,AENDEKERK Raymond,135,Remich,Commune
déi gréng,2013,BEISSEL Marianne,263,Remich,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,115,Remich,Commune
déi gréng,2013,KMIOTEK Christian,144,Remich,Commune
déi gréng,2013,SCHLECK Steve,161,Remich,Commune
déi gréng,2013,Total Liste,1470,Remich,Commune
déi gréng,2013,Suffrages de Liste,700,Remich,Commune
déi gréng,2013,Pourcentage,0.1571,Stadtbredimus,Commune
déi gréng,2013,KOX Henri,219,Stadtbredimus,Commune
déi gréng,2013,DIESCHBOURG Carole,122,Stadtbredimus,Commune
déi gréng,2013,AENDEKERK Raymond,103,Stadtbredimus,Commune
déi gréng,2013,BEISSEL Marianne,98,Stadtbredimus,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,75,Stadtbredimus,Commune
déi gréng,2013,KMIOTEK Christian,84,Stadtbredimus,Commune
déi gréng,2013,SCHLECK Steve,120,Stadtbredimus,Commune
déi gréng,2013,Total Liste,821,Stadtbredimus,Commune
déi gréng,2013,Suffrages de Liste,448,Stadtbredimus,Commune
déi gréng,2013,Pourcentage,0.1462,Waldbredimus,Commune
déi gréng,2013,KOX Henri,148,Waldbredimus,Commune
déi gréng,2013,DIESCHBOURG Carole,72,Waldbredimus,Commune
déi gréng,2013,AENDEKERK Raymond,67,Waldbredimus,Commune
déi gréng,2013,BEISSEL Marianne,58,Waldbredimus,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,47,Waldbredimus,Commune
déi gréng,2013,KMIOTEK Christian,41,Waldbredimus,Commune
déi gréng,2013,SCHLECK Steve,54,Waldbredimus,Commune
déi gréng,2013,Total Liste,487,Waldbredimus,Commune
déi gréng,2013,Suffrages de Liste,231,Waldbredimus,Commune
déi gréng,2013,Pourcentage,0.1188,Schengen,Commune
déi gréng,2013,KOX Henri,533,Schengen,Commune
déi gréng,2013,DIESCHBOURG Carole,234,Schengen,Commune
déi gréng,2013,AENDEKERK Raymond,195,Schengen,Commune
déi gréng,2013,BEISSEL Marianne,199,Schengen,Commune
déi gréng,2013,KLARES-GOERGEN Fernande,148,Schengen,Commune
déi gréng,2013,KMIOTEK Christian,175,Schengen,Commune
déi gréng,2013,SCHLECK Steve,213,Schengen,Commune
déi gréng,2013,Total Liste,1697,Schengen,Commune
déi gréng,2013,Suffrages de Liste,833,Schengen,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1459,EST,Electoral district
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,5070,EST,Electoral district
LSAP D'SOZIALISTEN,2013,BURTON Tess,4567,EST,Electoral district
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,4375,EST,Electoral district
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,4197,EST,Electoral district
LSAP D'SOZIALISTEN,2013,HAGEN Mike,3731,EST,Electoral district
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,3364,EST,Electoral district
LSAP D'SOZIALISTEN,2013,MATHAY Guy,3082,EST,Electoral district
LSAP D'SOZIALISTEN,2013,Total Liste,28386,EST,Electoral district
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,16261,EST,Electoral district
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1337,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,113,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,113,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,112,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,97,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,121,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,97,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,100,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,753,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,581,Beaufort,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1097,Bech,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,83,Bech,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,78,Bech,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,65,Bech,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,39,Bech,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,68,Bech,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,61,Bech,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,40,Bech,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,434,Bech,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,224,Bech,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.167,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,257,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,103,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,96,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,66,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,121,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,85,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,75,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,803,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,385,Berdorf,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1394,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,171,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,106,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,124,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,83,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,178,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,98,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,98,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,858,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,504,Consdorf,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.174,Echternach,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,428,Echternach,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,278,Echternach,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,256,Echternach,Commune
